CharacterID
2042
2924
17006
31653
49
69243
440
607
1942
261
719
1595
917
2373
18512
42239
60
24472
19778
48657
30071
3418
3030
918
53824
493
52
208
56
2280
30297
919
588
3167
32527
2855
130
1453
69244
905
764
54891
8543
839
2489
19141
9303
117
2146
7843
42243
221
8712
354
80487
91
1216
85
2179
5962
9768
61
27104
284
1
2253
1693
567
467
760
60118
40
42235
1632
3884
549
9300
2041
62162
257
368
294
42244
22
1039
66
687
291
2180
548
50
253
90152
43511
43516
90255
2060
2029
337
14100
3700
7632
19140
3228
29
80485
251
4228
1272
698
3881
69242
42238
27099
18621
35
15457
877
40893
19777
90150
9
33
34699
1079
866
270
494
2066
9533
43268
86
43267
27100
48655
2181
2758
1688
1593
1808
19779
1747
36265
12
238
1081
69245
3529
345
17000
586
133
42255
79130
69241
559
42236
584
4110
296
310
49803
484
58
18511
4610
80834
3885
1203
25301
762
48
283
3882
24113
9579
1449
68
19143
34701
1047
1592
14101
9307
19088
43510
1525
624
26123
561
784
100
513
18286
3221
478
32
132
43513
27098
40892
6171
25335
36270
254
390
24
1612
17003
409
65
99
3256
12324
31
388
3527
569
769
80832
1082
595
315
2
42245
129
80829
3520
408
81839
449
1657
502
539
35819
105
43515
203
491
72
4091
1627
5997
62544
36268
4964
104
131
107
12103
24039
7635
886
43263
9304
267
492
62543
12108
373
2515
17002
42248
23815
620
338
135
111
555
606
758
347
7850
591
57
509
2177
48660
2333
38
14666
313
3169
3522
42
10855
96
556
26122
3537
62
94
27103
42240
27
613
344
9305
4951
36
374
42241
80488
12492
69240
523
479
80831
84
18777
4803
2159
5584
775
43
234
27102
17953
3528
70
21
608
1083
95
577
2178
865
48658
36266
256
940
690
565
93395
7986
13
67
80835
233
60254
3526
346
3145
3168
225
69247
4802
194
1584
61649
80833
7989
3880
9301
80828
43265
237
2297
7831
80486
42251
22870
259
3170
480
79131
5224
42454
27101
90151
69246
51
93393
2304
25120
43264
774
106
524
80492
3175
19780
4073
30
34
611
20
1813
12487
23638
93394
1080
64
314
773
573
167
276
43514
375
3248
1435
90153
36267
263
17004
286
48653
3521
17035
1671
43266
90155
709
2074
80788
36271
12117
48656
587
37
59
4599
759
48659
43512
9254
80491
2176
55
4669
2860
2745
3288
19
6986
9302
714
3530
17001
7728
571
97
68964
18
3261
311
280
250
42237
1550
39
583
9306
24330
370
25325
3883
710
2204
17005
80830
