CharacterID
522
36908
55656
11494
11521
1291
709
2029
19143
605
2111
1028
18286
1612
10374
5563
567
80835
35819
374
203
6903
15502
42255
1677
43280
69242
7211
17500
4748
3529
43278
2176
10855
4073
1698
3229
19780
3245
2744
391
5106
4496
3167
839
940
32556
3880
16991
42454
2293
3502
620
32526
1272
367
3222
686
310
43515
758
3249
2226
1299
2540
8302
1039
523
3498
8166
202
80788
17083
8210
59747
151
5243
338
2346
180
4910
368
388
5803
4228
3174
17000
3527
14100
208
381
2074
1592
160
5595
502
211
1451
1688
11164
1080
4950
284
51085
3170
397
608
1551
59592
34701
10269
4818
1026
2515
9270
380
3975
6477
762
1596
406
68
866
1597
8802
158
133
9723
121
60254
3263
1008
21
153
25560
4421
41319
691
513
3334
4802
233
43514
3145
3686
13829
959
7843
1082
2051
467
12117
294
106
43263
2041
18511
42241
8161
2403
39800
291
36
312
3228
6007
152
17872
69247
919
22870
3418
79
88
3256
2604
1365
80833
25335
662
421
189
3521
81839
1708
4091
2373
688
1702
4382
59
146
2401
127
1671
21853
5007
97
584
587
3887
1283
125
19088
8163
7632
5562
438
2312
60
3236
3945
9307
19778
2091
2741
5131
6278
119
136
764
5954
2668
43286
12
43511
1562
24113
1747
7989
9281
50394
2295
129
55664
7484
3238
394
4821
886
9306
577
69241
4803
624
11930
96
5262
290
11161
1801
2185
1047
24472
3884
6151
4834
5957
145
774
286
588
2282
3267
36271
1525
4851
2042
3221
237
48653
2610
514
2360
1281
7839
157
15457
117
33443
6718
8800
4850
11512
2251
5129
3845
22426
2399
7653
270
90255
2606
8165
156
8521
5251
20
3834
14666
43265
1223
148
2297
613
5561
607
392
3458
171
3168
80830
2844
690
15409
57908
3242
43765
1177
53824
257
296
34
43512
8712
4599
16993
23815
2271
3060
172
8543
267
3291
3123
27
80491
917
253
98
3543
19779
554
27101
3585
2855
99
90155
6023
2242
3182
199
3885
193
3061
9533
6441
62544
7515
10720
1081
611
9768
1216
9254
78
42248
41522
560
43516
14699
2110
42666
1252
181
40892
13242
48655
960
49
2745
6431
13241
8803
42237
62551
276
9852
6171
285
62
390
93395
11163
3881
80488
3537
68964
5224
80831
139
2536
317
205
244
15429
509
344
4080
759
48657
2861
17117
437
11156
1002
4832
1767
13245
69240
484
9579
70
64
84
6172
69245
9759
1079
9302
15395
12628
86
2263
2206
3231
999
107
2191
18777
2936
862
155
80832
17107
32528
346
6986
1805
4964
2402
4081
2758
1250
32
1233
2244
81580
135
17873
42238
1275
491
22427
2220
90153
476
32527
223
8412
1314
43763
3536
261
9609
769
964
1941
90150
38
12492
1745
5132
43766
42251
266
775
439
6032
1678
52977
6188
3131
209
8825
5559
3700
13966
2940
6155
1595
49803
842
591
4849
35547
5382
3025
57
1550
1203
337
3522
32525
108
2923
2400
2179
573
5813
314
32521
1693
2519
2243
350
5955
1046
17004
288
95
3288
7205
1811
473
93394
4209
9792
663
30297
103
645
1449
5584
4669
3243
9258
26123
395
5275
2974
105
32529
7482
8574
6170
9322
3169
238
9305
3608
539
111
311
347
79130
3226
9304
62162
43266
35
17869
904
137
37240
55
640
719
41325
25036
17005
48659
12108
313
14190
295
7481
8171
4927
1760
12487
162
4415
2187
4811
1031
950
8381
549
3528
1228
3091
123
1703
414
18923
3247
100
8144
16982
373
36265
48660
7728
39
12331
1700
8704
43
7861
1288
281
4610
4173
4104
6543
90152
1598
1694
80829
2
30
14839
33651
37
6303
2538
18812
14824
1709
36268
5441
3262
3092
689
138
42240
6268
399
19
48
3526
4855
166
120
124
77747
2489
28363
2178
480
409
9
3534
382
165
18
150
46861
60118
17031
36361
5280
43285
42408
256
14840
26122
492
126
43267
221
25120
371
5997
7425
161
159
254
547
3261
5236
586
569
2574
7635
537
68300
1481
2210
94
55665
7432
1464
3518
43283
4749
1131
19057
24
3237
333
665
42245
9301
167
262
555
132
563
2438
3115
2168
10373
3225
66
80485
39264
43284
561
918
478
527
375
3253
74524
3651
71
61649
250
1083
5733
731
6712
345
8150
3175
363
280
2253
140
13465
56
174
9979
19140
360
4174
7472
1584
69244
27103
36270
315
2304
56787
7824
149
1453
4433
27100
33
19777
17002
54891
1218
116
5006
6214
225
1632
144
449
3240
4680
210
58
444
13
2280
218
41
7101
4951
263
27098
647
48658
494
548
9300
7414
42243
479
2406
2146
7210
4110
9251
154
204
79131
3223
24330
2535
3199
170
4530
320
27099
41324
9379
54
8154
5556
12735
22437
3749
43510
43282
4817
7483
224
4828
9783
6302
43264
17003
2333
2066
4812
7207
905
17035
259
3882
3883
283
31653
3246
22
114
4971
935
1136
80487
733
217
646
32558
9760
122
3224
41327
40
8169
65
3088
389
2539
1201
3520
168
17006
282
23
69246
43764
3530
52
1593
104
17953
27104
2181
31036
1222
2296
1194
3487
179
710
27102
1813
42235
93393
13243
72
18512
2177
493
43098
732
1657
2924
1479
595
50
7206
2482
2180
4746
1735
637
80486
714
1435
80600
913
3685
42236
3113
3697
565
143
80492
3855
56060
234
32557
2516
3244
34699
25423
3197
9303
3227
62543
370
2060
163
11495
12103
30071
48656
55457
1736
41336
638
877
540
277
164
1302
2344
51203
80834
5962
1808
42
19141
436
5632
606
354
408
3114
29
6538
61
15707
556
393
4700
67
251
687
4600
784
9269
8164
39802
3038
6021
3248
45
23638
17001
5604
583
4701
2204
772
14101
2407
4075
24039
85
1942
39799
648
18621
8162
42244
7282
13869
2736
7850
8158
40893
200
361
16332
559
7986
3030
489
609
1230
25325
531
141
1552
2037
3087
773
1
43281
130
760
246
490
169
3089
131
12324
194
571
3241
206
32520
644
2159
42239
865
2860
5872
7831
16994
5626
43279
43513
13851
29550
13220
31
51
142
1310
36267
80828
8930
4679
36266
440
2108
1497
90151
524
1699
698
